Context Length,Document Depth,Score
52116,10.0,2
52116,20.0,0
52116,30.0,2
52116,40.0,3
52116,60.0,2
52116,70.0,3
52116,80.0,5
52116,90.0,5
52116,100.0,5
53100,0.0,0
53100,10.0,0
53100,20.0,0
53100,30.0,2
53100,40.0,2
53100,60.0,2
53100,70.0,3
53100,80.0,5
53100,90.0,5
53100,100.0,5
54084,0.0,0
54084,10.0,0
54084,20.0,0
54084,30.0,1
54084,40.0,1
54084,60.0,1
54084,70.0,4
54084,80.0,5
54084,90.0,5
54084,100.0,5
55068,0.0,0
55068,10.0,0
55068,20.0,0
55068,30.0,0
55068,40.0,1
55068,60.0,1
55068,70.0,3
55068,80.0,5
55068,90.0,5
55068,100.0,5
56052,0.0,0
56052,10.0,0
56052,20.0,0
56052,30.0,0
56052,40.0,1
56052,60.0,1
56052,70.0,2
56052,80.0,4
56052,90.0,5
56052,100.0,5
57036,0.0,0
57036,10.0,0
57036,20.0,0
57036,30.0,0
57036,40.0,1
57036,60.0,1
57036,70.0,3
57036,80.0,4
57036,90.0,5
57036,100.0,5
58020,0.0,0
58020,10.0,0
58020,20.0,0
58020,30.0,0
58020,40.0,1
58020,60.0,1
58020,70.0,2
58020,80.0,4
58020,90.0,5
58020,100.0,5
59004,0.0,0
59004,10.0,0
59004,20.0,0
59004,30.0,0
59004,40.0,1
59004,60.0,1
59004,70.0,2
59004,80.0,4
59004,90.0,5
59004,100.0,5
59988,0.0,0
59988,10.0,0
59988,20.0,0
59988,30.0,0
59988,40.0,2
59988,60.0,0
59988,70.0,3
59988,80.0,4
59988,90.0,5
59988,100.0,5
60972,0.0,0
60972,10.0,0
60972,20.0,0
60972,30.0,0
60972,40.0,1
60972,60.0,0
60972,70.0,2
60972,80.0,4
60972,90.0,5
60972,100.0,5
61956,0.0,0
61956,10.0,0
61956,20.0,0
61956,30.0,0
61956,40.0,1
61956,60.0,2
61956,70.0,3
61956,80.0,4
61956,90.0,5
61956,100.0,5
62940,0.0,0
62940,10.0,0
62940,20.0,0
62940,30.0,0
62940,40.0,2
62940,60.0,2
62940,70.0,4
62940,80.0,5
62940,90.0,5
62940,100.0,5
